日期,收支类型,金额,类别,二级分类,账户,账本,退款,优惠,备注,标签,报销账户,报销金额,报销明细,多币种,地址,创建用户,其他,附件1,附件2,附件3,附件4,附件5
2023-10-07 18:09,支出,-7.32 ,饮食,,余额宝,日常账本,,,,"1-1食堂, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-10-07 11:32,支出,-12.35 ,饮食,,建设银行,日常账本,,,不好吃,"外卖, 麻辣香锅, 辣友道, 周期生活",,,,,,,,,,,,
2023-10-07 10:13,收入,1.30 ,收入,副业,,日常账本,,,10月07日建行理财产品收益,,,,,,,,不计入收支,,,,,
2023-10-07 07:52,支出,-5.30 ,饮食,,建设银行,日常账本,,1.20,2.5+4,"2-1食堂, 华夫饼, 花生红豆豆浆, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-10-06 21:34,支出,-1.60 ,交通,🚍,,日常账本,,,,,,,,,常州站,,,,,,,
2023-10-06 19:53,收入,"1,000.00 ",主业,生活费,建设银行,日常账本,,,,周期收入,,,,,,,,,,,,
2023-10-06 14:06,支出,-28.03 ,饮食,,建设银行,日常账本,,,900g独立包装,"惠优, 吐司, 周期生活",,,,,恒景花园(建设中),,,,,,,
2023-10-05 23:33,支出,-10.00 ,购物,,余额宝,日常账本,,,表盘自定义工具,,,,,,恒景花园(建设中),,,,,,,
2023-10-05 22:22,支出,-14.79 ,购物,,建设银行,日常账本,,,表带,,,,,,恒景花园(建设中),,,,,,,
2023-10-05 20:46,支出,-4.72 ,购物,,建设银行,日常账本,,,膜,,,,,,恒景花园(建设中),,,,,,,
2023-10-05 18:48,支出,-241.74 ,购物,电子产品,建设银行,日常账本,122.26,,小米手环8pro,,,,,,常州武进吾悦广场,,,,,,,
2023-10-05 17:06,支出,-5.70 ,交通,🚇,,日常账本,,,,,,,,,湖塘(地铁站),,,,,,,
2023-10-05 14:53,支出,-5.70 ,交通,🚇,,日常账本,,,,,,,,,森林公园(地铁站),,,,,,,
2023-10-04 15:02,支出,-0.20 ,课学,,建设银行,日常账本,,,党费,周期生活,,,,,,,,,,,,
2023-10-03 23:59,支出,"-1,621.79 ",娱乐,景点,,日常账本,,,,23.10亚运会,,,,,后标营31号小区,,,,,,,
2023-10-03 02:13,支出,-4.00 ,生活,水费,校园卡,日常账本,,,,"洗澡, 周期生活",,,,,恒景花园(建设中),,,,,,,
2023-10-03 01:25,收入,34.23 ,其他,平账,建设银行,日常账本,,,建设银行 账户余额补齐 1621.785 in total,23.10亚运会,,,,,,,不计入收支,,,,,
2023-10-03 01:02,收入,1.00 ,收入,副业,,日常账本,,,10月03日建行理财产品收益,,,,,,,,不计入收支,,,,,
2023-10-03 00:00,收入,0.03 ,收入,副业,余额宝,日常账本,,,10月02日支付宝收益发放,,,,,,,,不计入收支,,,,,
2023-10-02 23:59,支出,-374.00 ,交通,🚅,qyx小荷包,日常账本,,,杭州→南京→常州,23.10亚运会,,,,,恒景花园(建设中),,,,,,,
2023-10-02 18:47,支出,-187.00 ,饮食,,qyx小荷包,日常账本,,,,23.10亚运会,,,,,宝龙城(杭州滨江店),,,,,,,
2023-10-02 16:51,支出,-69.65 ,购物,,建设银行,日常账本,,,,23.10亚运会,,,,,宝龙城(杭州滨江店),,,,,,,
2023-10-02 16:51,收入,13.00 ,收入,副业,,日常账本,,,10月02日建行理财产品收益,,,,,,,,不计入收支,,,,,
2023-10-02 12:44,支出,-51.00 ,饮食,,qyx小荷包,日常账本,,,,"kfc, 23.10亚运会",,,,,中赢·云际,,,,,,,
2023-10-02 10:23,支出,-78.00 ,购物,,建设银行,日常账本,,,杭州巴士传媒集团有限公司,23.10亚运会,,,,,中赢·云际,,,,,,,
2023-10-02 09:31,支出,-17.35 ,饮食,饮料零食,余额宝,日常账本,,,耀乔小吃店,"23.10亚运会, 消费",,,,,倾城之恋,,,,,,,
2023-10-02 09:21,支出,-6.50 ,饮食,,余额宝,日常账本,,,老婆大人杭州滨江月明路店,23.10亚运会,,,,,音思贝·雅马哈音乐中心(江晖店),,,,,,,
2023-10-02 00:00,收入,0.02 ,收入,副业,余额宝,日常账本,,,10月01日支付宝收益发放,,,,,,,,不计入收支,,,,,
2023-10-01 23:59,支出,-168.20 ,交通,🚗,qyx小荷包,日常账本,,,,23.10亚运会,,,,,宝龙城(杭州滨江店),,,,,,,
2023-10-01 21:23,支出,-33.32 ,交通,🚗,qyx小荷包,日常账本,,,歪叉歪(阳心怡),23.10亚运会,,,,,凤栖湖,,,,,,,
2023-10-01 21:23,支出,-48.18 ,交通,🚗,qyx小荷包,日常账本,,,歪叉歪(阳心怡),23.10亚运会,,,,,凤栖湖,,,,,,,
2023-10-01 18:35,支出,-11.91 ,交通,🚗,qyx小荷包,日常账本,,,嘿嘿(**璇),23.10亚运会,,,,,凤栖湖,,,,,,,
2023-10-01 18:24,支出,-34.69 ,饮食,,建设银行,日常账本,,,,"麦当劳, 芝士安格斯MAX厚牛堡, 可乐, 中薯条, 麦乐鸡块, 23.10亚运会",,,,,中铁十二局集团杭德市域铁路项目部,,,,,,,
2023-10-01 12:51,支出,-247.83 ,购物,周边,建设银行,日常账本,,,KK-Store,"23.10亚运会, pingu, 消费",,,,,宝龙城(杭州滨江店),,,,,,,
2023-10-01 12:41,支出,-18.72 ,交通,🚗,qyx小荷包,日常账本,,,嘿嘿(**璇),23.10亚运会,,,,,凤栖湖,,,,,,,
2023-10-01 12:27,支出,-261.00 ,饮食,,qyx小荷包,日常账本,,,嘿嘿(**璇),23.10亚运会,,,,,浙江广播电视大学德清学院,,,,,,,
2023-10-01 11:29,收入,"2,989.00 ",主业,生活费,建设银行,日常账本,,,,周期收入,,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-30 23:59,支出,-4.75 ,交通,🚇,,日常账本,,,,,,,,,森林公园(地铁站),,,,,,,
2023-09-30 17:06,支出,-9.00 ,饮食,饮料零食,建设银行,日常账本,,,,"古茗, 布丁西米露, 奶茶, 消费",,,,,万达广场(武进店),,,,,,,
2023-09-29 19:52,支出,-0.97 ,购物,穿戴,余额宝,日常账本,,,,优衣库,,,,,常州武进吾悦广场,,,,,,,
2023-09-29 19:37,支出,-17.82 ,购物,穿戴,建设银行,日常账本,,,,包,,,,,常州武进吾悦广场,,,,,,,
2023-09-29 11:57,支出,-3.80 ,交通,🚇,建设银行,日常账本,,,,,,,,,大学新村三社区,,,,,,,
2023-09-29 10:40,收入,2.69 ,收入,副业,余额宝,日常账本,,,,,,,,,郁家塘,,不计入收支,,,,,
2023-09-29 08:31,支出,-1.60 ,交通,🚍,,日常账本,,,,,,,,,,,,,,,,
2023-09-29 00:00,收入,0.01 ,收入,副业,微信钱包,日常账本,,,09月28日微信钱包收益发放,,,,,,,,不计入收支,,,,,
2023-09-28 19:55,支出,-3.00 ,生活,水费,建设银行,日常账本,,,,"洗衣服, 周期生活",,,,,东苑,,,,,,,
2023-09-28 19:22,支出,-2.00 ,生活,话费网费,校园卡,日常账本,,,,"校园网, 周期生活",,,,,,,,,,,,
2023-09-28 19:21,支出,-2.00 ,生活,话费网费,校园卡,日常账本,,,,"校园网, 周期生活",,,,,,,,,,,,
2023-09-28 19:21,支出,-2.00 ,生活,话费网费,校园卡,日常账本,,,,"校园网, 周期生活",,,,,,,,,,,,
2023-09-28 19:21,支出,-2.00 ,生活,话费网费,校园卡,日常账本,,,,"校园网, 周期生活",,,,,,,,,,,,
2023-09-28 19:21,支出,-2.00 ,生活,话费网费,校园卡,日常账本,,,,"校园网, 周期生活",,,,,,,,,,,,
2023-09-28 18:34,支出,-0.23 ,生活,电费,建设银行,日常账本,0.77,,,"电动车, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-28 17:06,支出,-29.00 ,娱乐,美甲,建设银行,日常账本,,,穿戴甲,美甲,,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-28 10:56,支出,-12.93 ,饮食,,建设银行,日常账本,,9.00,,"外卖, 麻辣香锅, 周期生活",,,,,,,,,,,,
2023-09-28 00:06,支出,-2.00 ,生活,水费,校园卡,日常账本,,,,"洗澡, 周期生活",,,,,东苑,,,,,,,
2023-09-27 20:07,收入,78.00 ,收入,副业,微信钱包,日常账本,,,,学支,,,,,后标营31号小区,,,,,,,
2023-09-27 18:37,支出,-10.79 ,饮食,,建设银行,日常账本,,,,"2-1食堂, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-27 11:50,支出,-12.43 ,饮食,,建设银行,日常账本,,,,"2-1食堂, 一荤一素, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-27 10:51,收入,3.00 ,收入,副业,,日常账本,,,09月27日建行理财产品收益,,,,,,,,不计入收支,,,,,
2023-09-27 10:51,收入,0.17 ,收入,副业,建设银行,日常账本,,,,,,,,,东苑,,不计入收支,,,,,
2023-09-26 17:14,支出,-36.61 ,人际,礼物,余额宝,日常账本,,,,陈帅,,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-26 11:00,支出,-60.98 ,饮食,,建设银行,日常账本,,6.00,,"达美乐, 培根多多肉香粉松土豆, 双层芝士多多饼底, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-26 08:53,支出,-7.00 ,生活,水费,校园卡,日常账本,,,,"洗澡, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-26 08:52,支出,-2.00 ,生活,话费网费,校园卡,日常账本,,,,"校园网, 周期生活",,,,,,,,,,,,
2023-09-25 17:41,支出,-21.78 ,饮食,,建设银行,日常账本,,,,"麦当劳, 麦辣鸡腿堡, 麦麦脆汁鸡（琵琶腿）, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-25 15:45,支出,-54.00 ,购物,,建设银行,日常账本,,,头盔,,,,,,东苑,,,,,,,
2023-09-25 12:08,支出,-3.00 ,生活,水费,微信钱包,日常账本,,,,"洗衣服, 周期生活",,,,,后标营31号小区,,,,,,,
2023-09-25 11:54,支出,-4.70 ,饮食,水果,建设银行,日常账本,,,*3,"香蕉, 消费",,,,,后标营27号院,,,,,,,
2023-09-25 11:28,支出,-18.40 ,饮食,,余额宝,日常账本,,1.30,,"1-2食堂, 麻辣香锅, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-25 10:59,收入,0.10 ,收入,副业,建设银行,日常账本,,,,,,,,,后标营31号小区,,不计入收支,,,,,
2023-09-25 10:58,收入,4.00 ,收入,副业,,日常账本,,,09月25日建行理财产品收益,,,,,,,,不计入收支,,,,,
2023-09-25 10:21,支出,-680.00 ,购物,,建设银行,日常账本,,,,电动车,,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-24 21:40,支出,-1.05 ,课学,打印,微信钱包,日常账本,,,窝趣云打印,,,,,,东苑,,,,,,,
2023-09-24 19:39,支出,-0.04 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,东苑,,,,,,,
2023-09-24 15:37,支出,-33.25 ,医疗,保健,余额宝,日常账本,,,300g,阿胶,,,,,东苑,,,,,,,
2023-09-24 14:40,支出,0.00 ,交通,🚅,余额宝,日常账本,21.5,,心怏(**林),,,,,,东苑,,,,,,,
2023-09-24 13:07,支出,-22.20 ,饮食,水果,余额宝,日常账本,,,7.8四个橘子 15.8圆,消费,,,,,后标营27号院,,,,,,,
2023-09-24 12:46,支出,-12.87 ,饮食,,余额宝,日常账本,,,12个,"2-2食堂, 羊肉水饺, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-24 11:08,支出,-10.00 ,生活,话费网费,微信钱包,日常账本,,,,"vpn, 周期生活",,,,,东苑,,,,,,,
2023-09-24 11:03,支出,-2.00 ,生活,话费网费,校园卡,日常账本,,,,"校园网, 周期生活",,,,,东苑,,,,,,,
2023-09-24 00:00,收入,0.01 ,收入,副业,余额宝,日常账本,,,09月23日支付宝收益发放,,,,,,,,不计入收支,,,,,
2023-09-23 20:13,支出,-81.83 ,购物,,建设银行,日常账本,,,,坐垫,,,,,东苑,,,,,,,
2023-09-23 20:04,支出,-16.91 ,饮食,,建设银行,日常账本,,,,"吐司, 周期生活",,,,,东苑,,,,,,,
2023-09-23 20:04,支出,-55.80 ,购物,穿戴,建设银行,日常账本,,,马甲+开衫,,,,,,东苑,,,,,,,
2023-09-23 20:03,支出,-3.80 ,购物,穿戴,建设银行,日常账本,,,珍珠耳夹12mm,耳夹,,,,,东苑,,,,,,,
2023-09-23 17:33,支出,-3.00 ,生活,水费,微信钱包,日常账本,,,,"洗衣服, 周期生活",,,,,东苑,,,,,,,
2023-09-23 17:11,支出,-18.00 ,饮食,,微信钱包,日常账本,,,韩国炸鸡柠檬队长 不好吃,"炸鸡, 外卖, 柠檬队长, 周期生活",,,,,东苑,,,,,,,
2023-09-23 16:36,收入,38.06 ,收入,,微信钱包,日常账本,,,爸的红包,爸爸,,,,,东苑,,,,,,,
2023-09-23 16:22,收入,44.37 ,其他,红包,微信钱包,日常账本,,,妈的红包,妈妈,,,,,东苑,,,,,,,
2023-09-23 00:00,收入,0.01 ,收入,副业,微信钱包,日常账本,,,09月22日微信钱包收益发放,,,,,,,,不计入收支,,,,,
2023-09-23 00:00,收入,0.01 ,收入,副业,余额宝,日常账本,,,09月22日支付宝收益发放,,,,,,,,不计入收支,,,,,
2023-09-22 16:53,支出,-0.15 ,课学,打印,微信钱包,日常账本,,,,,,,,,东苑,,,,,,,
2023-09-22 16:23,收入,0.50 ,收入,副业,建设银行,日常账本,,,,,,,,,东苑,,不计入收支,,,,,
2023-09-22 16:15,收入,4.00 ,收入,副业,,日常账本,,,09月22日建行理财产品收益,,,,,,,,不计入收支,,,,,
2023-09-22 15:58,支出,-18.00 ,娱乐,游戏,余额宝,日常账本,,,,"steam, picopark, 消费",,,,,东苑,,,,,,,
2023-09-22 14:51,支出,-13.70 ,饮食,饮料零食,建设银行,日常账本,,,,"豆乳玉麒麟, 茶百道, 消费",,,,,东苑,,,,,,,
2023-09-22 12:08,支出,-15.00 ,饮食,,建设银行,日常账本,,,,周期生活,,,,,东苑,,,,,,,
2023-09-22 11:06,支出,-0.15 ,课学,打印,建设银行,日常账本,,,窝趣云打印,,,,,,东苑,,,,,,,
2023-09-22 00:48,支出,-5.00 ,生活,水费,校园卡,日常账本,,,,"洗澡, 周期生活",,,,,东苑,,,,,,,
2023-09-22 00:00,收入,0.01 ,收入,副业,微信钱包,日常账本,,,09月21日微信钱包收益发放,,,,,,,,不计入收支,,,,,
2023-09-21 19:08,支出,0.00 ,课学,打印,建设银行,日常账本,0.15,,窝趣云打印,,,,,,东苑,,,,,,,
2023-09-21 18:17,支出,-0.15 ,课学,打印,微信钱包,日常账本,,,窝趣云打印,,,,,,,,,,,,,
2023-09-21 17:59,支出,-0.15 ,课学,打印,建设银行,日常账本,,,窝趣云打印,,,,,,东苑,,,,,,,
2023-09-21 17:31,支出,-0.15 ,课学,打印,建设银行,日常账本,,,窝趣云打印,,,,,,后标营31号小区,,,,,,,
2023-09-21 10:48,支出,-20.80 ,饮食,,建设银行,日常账本,,,,"曼玲粥店, 水煮蛋, 皮蛋瘦肉粥, 牛肉饼, 肉包, 周期生活",,,,,东苑,,,,,,,
2023-09-20 22:09,支出,0.00 ,饮食,,建设银行,日常账本,26.65,,900g,"吐司, 面包, 惠优, 周期生活",,,,,东苑,,,,,,,
2023-09-20 18:02,支出,-2.10 ,课学,打印,建设银行,日常账本,,,南航文印中心,,,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-20 10:29,支出,-9.99 ,饮食,,余额宝,日常账本,,,,"麦当劳, 板烧鸡腿堡, 周期生活",,,,,光华荟(原光华门布料城),,,,,,,
2023-09-20 10:25,支出,-1.60 ,交通,🚍,,日常账本,,,,,,,,,光华荟(原光华门布料城),,,,,,,
2023-09-20 10:22,支出,-11.57 ,购物,穿戴,余额宝,日常账本,,,,袜子,,,,,光华荟(原光华门布料城),,,,,,,
2023-09-20 10:22,支出,-6.35 ,购物,日用品,余额宝,日常账本,,,m码*4,"卫生巾, 安睡裤, 护舒宝",,,,,元发商务,,,,,,,
2023-09-20 10:22,支出,-12.40 ,课学,打印,余额宝,日常账本,,,证件照 72张,,,,,,华御大厦,,,,,,,
2023-09-20 10:21,支出,-18.11 ,购物,,余额宝,日常账本,,,,内衣,,,,,华御大厦,,,,,,,
2023-09-20 08:56,支出,-6.94 ,饮食,,余额宝,日常账本,,,心怏(**林),"麦当劳, 鸡扒麦满分, 豆浆, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-20 07:15,支出,-2.00 ,生活,话费网费,校园卡,日常账本,,,,"校园网, 周期生活",,,,,东苑,,,,,,,
2023-09-20 00:00,收入,0.01 ,收入,副业,余额宝,日常账本,,,09月19日支付宝收益发放,,,,,,,,不计入收支,,,,,
2023-09-19 21:59,支出,-0.15 ,课学,打印,建设银行,日常账本,,,窝趣云打印,,,,,,东苑,,,,,,,
2023-09-19 11:36,支出,-11.30 ,饮食,,建设银行,日常账本,,,,"外卖, 黄焖鸡, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-19 00:00,收入,0.01 ,收入,副业,余额宝,日常账本,,,09月18日支付宝收益发放,,,,,,,,不计入收支,,,,,
2023-09-18 20:06,支出,-3.00 ,生活,水费,建设银行,日常账本,,,,"洗衣服, 周期生活",,,,,东苑,,,,,,,
2023-09-18 18:19,支出,-0.02 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,后标营27号院,,,,,,,
2023-09-18 11:44,支出,-5.60 ,饮食,水果,建设银行,日常账本,,,*4,"香蕉, 消费",,,,,后标营27号院,,,,,,,
2023-09-18 11:44,支出,-13.80 ,饮食,水果,建设银行,日常账本,,,,"水果拼盘, 消费",,,,,后标营27号院,,,,,,,
2023-09-18 11:20,支出,-12.00 ,饮食,,建设银行,日常账本,,,不好吃,"2-2食堂, 鸡腿刀削面, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-18 00:00,收入,0.01 ,收入,副业,余额宝,日常账本,,,09月17日支付宝收益发放,,,,,,,,不计入收支,,,,,
2023-09-17 21:10,支出,-0.04 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,东苑,,,,,,,
2023-09-17 20:43,支出,-0.15 ,课学,打印,建设银行,日常账本,,,窝趣云打印,,,,,,东苑,,,,,,,
2023-09-17 18:38,支出,-1.60 ,交通,🚍,,日常账本,,,,,,,,,常州火车站(地铁站),,,,,,,
2023-09-17 16:47,支出,-2.85 ,交通,🚇,建设银行,日常账本,,,,,,,,,常州火车站(地铁站),,,,,,,
2023-09-17 11:16,收入,0.50 ,收入,副业,建设银行,日常账本,,,,,,,,,仙姑村,,不计入收支,,,,,
2023-09-17 11:16,支出,-6.00 ,其他,理财亏损,,日常账本,,,09月17日建行理财产品亏损,,,,,,,,不计入收支,,,,,
2023-09-17 11:10,支出,-56.00 ,交通,🚅,建设银行,日常账本,248,,杭州→常州预约*2,23.10亚运会,,,,,仙姑村,,,,,,,
2023-09-17 10:04,支出,-2.00 ,生活,话费网费,校园卡,日常账本,,,,"校园网, 周期生活",,,,,花谷奇缘旅游景区停车场,,,,,,,
2023-09-17 10:02,支出,-298.00 ,交通,🚅,qyx小荷包,日常账本,,,常州→杭州*2,23.10亚运会,,,,,花谷奇缘旅游景区停车场,,,,,,,
2023-09-17 09:59,收入,"1,000.00 ",其他,小荷包AA,qyx小荷包,日常账本,,,,23.10亚运会,,,,,顺水桥,,,,,,,
2023-09-17 09:47,支出,-17.00 ,交通,🚅,qyx小荷包,日常账本,12,,杭州→德清,23.10亚运会,,,,,西城街道九洲里社区退役军人服务站,,,,,,,
2023-09-17 09:47,支出,-17.00 ,交通,🚅,qyx小荷包,日常账本,12,,杭州→德清,23.10亚运会,,,,,西城街道九洲里社区退役军人服务站,,,,,,,
2023-09-17 09:41,支出,0.00 ,交通,🚅,建设银行,日常账本,62,,宜兴→杭州,23.10亚运会,,,,,常州市金沙科技金融中心,,,,,,,
2023-09-17 09:40,支出,0.00 ,交通,🚅,建设银行,日常账本,62,,宜兴→杭州,23.10亚运会,,,,,常州市金沙科技金融中心,,,,,,,
2023-09-17 09:34,支出,-2.50 ,交通,🚅,qyx小荷包,日常账本,8.5,,德清→杭州东,23.10亚运会,,,,,江西大乘汽车科技产业园,,,,,,,
2023-09-17 09:04,支出,0.00 ,购物,穿戴,建设银行,日常账本,70.91,,,"牛仔裤, 拉夏贝尔",,,,,湾里新村北区,,,,,,,
2023-09-15 11:03,支出,-2.85 ,交通,🚇,,日常账本,,,,,,,,,湖塘(地铁站),,,,,,,
2023-09-15 10:23,支出,0.00 ,购物,穿戴,建设银行,日常账本,139,,马甲+开衫,小红书,,,,,常州市美嘉粮机有限公司,,,,,,,
2023-09-15 08:31,支出,-1.60 ,交通,🚍,,日常账本,,,,,,,,,东苑,,,,,,,
2023-09-15 00:00,收入,0.01 ,收入,副业,微信钱包,日常账本,,,09月14日微信钱包收益发放,,,,,,,,不计入收支,,,,,
2023-09-14 23:50,支出,-25.76 ,购物,日用品,建设银行,日常账本,,,5对,耳塞,,,,,东苑,,,,,,,
2023-09-14 23:49,支出,0.00 ,购物,日用品,建设银行,日常账本,17.44,,5对,耳塞,,,,,东苑,,,,,,,
2023-09-14 20:20,支出,0.00 ,交通,🚅,建设银行,日常账本,63,,,"回家, 周期生活",,,,,东苑,,,,,,,
2023-09-14 18:28,支出,-1.60 ,交通,🚍,,日常账本,,,,,,,,,华御大厦,,,,,,,
2023-09-14 18:08,支出,-15.90 ,饮食,,建设银行,日常账本,,,麦当劳,"奶丝双吉堡, 莓莓派, 麦当劳, 周期生活",,,,,西苑,,,,,,,
2023-09-14 12:50,支出,-13.00 ,生活,水费,校园卡,日常账本,,,,"洗澡, 周期生活",,,,,东苑,,,,,,,
2023-09-14 12:41,支出,-9.90 ,饮食,,余额宝,日常账本,,,*2,"鲍师傅, 蛋黄酥, 周期生活",,,,,后标营31号小区,,,,,,,
2023-09-14 07:54,支出,-1.00 ,生活,话费网费,校园卡,日常账本,,,,"校园网, 周期生活",,,,,东苑,,,,,,,
2023-09-13 21:35,支出,-28.00 ,购物,穿戴,建设银行,日常账本,,,星星耳夹,耳夹,,,,,东苑,,,,,,,
2023-09-13 20:52,支出,0.00 ,购物,穿戴,建设银行,日常账本,3.79,,珍珠耳夹12mm,耳夹,,,,,东苑,,,,,,,
2023-09-13 19:43,支出,-2.50 ,交通,🚅,qyx小荷包,日常账本,28.5,,德清→杭州东,23.10亚运会,,,,,东苑,,,,,,,
2023-09-13 19:11,支出,-14.10 ,饮食,水果,建设银行,日常账本,,,23.9一斤 果优优水果店,"冬枣, 消费",,,,,后标营27号院,,,,,,,
2023-09-13 18:41,支出,-12.00 ,饮食,,建设银行,日常账本,,,,"1-1食堂, 红烧羊杂粉, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-13 18:30,支出,-18.34 ,人际,礼物,建设银行,日常账本,,,生日礼物绿包,杨舒涵,,,,,东苑,,,,,,,
2023-09-13 11:38,支出,-10.38 ,饮食,,建设银行,日常账本,,,,"2-2食堂, 一荤两素, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-13 11:10,支出,0.00 ,交通,🚅,建设银行,日常账本,112,,南京南→德清,23.10亚运会,,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-13 11:10,支出,0.00 ,交通,🚅,建设银行,日常账本,74,,常州→南京南,23.10亚运会,,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-13 10:51,支出,-4.50 ,交通,🚅,建设银行,日常账本,17,,,"回家, 周期生活",,,,,东苑,,,,,,,
2023-09-13 10:42,支出,-3.89 ,购物,日用品,建设银行,日常账本,,,一双,筷子,,,,,东苑,,,,,,,
2023-09-13 10:14,支出,-0.04 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,,,,,,,,
2023-09-13 09:51,支出,-10.00 ,其他,理财亏损,,日常账本,,,09月13日建行理财产品亏损,,,,,,,,不计入收支,,,,,
2023-09-13 09:51,收入,0.30 ,收入,副业,建设银行,日常账本,,,,,,,,,南京航空航天大学(明故宫校区),,不计入收支,,,,,
2023-09-13 07:26,收入,17.00 ,其他,羊毛,余额宝,日常账本,,,,美物清单,,,,,东苑,,不计入收支,,,,,
2023-09-12 20:12,支出,-19.50 ,交通,🚅,建设银行,日常账本,,,,"回家, 周期生活",,,,,后标营31号小区,,,,,,,
2023-09-12 18:24,支出,-7.95 ,饮食,,建设银行,日常账本,,,,"1-1食堂, 叉烧鸡排饭, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-12 16:43,支出,-19.90 ,饮食,,建设银行,日常账本,,,*6,"方便面, 周期生活",,,,,后标营31号小区,,,,,,,
2023-09-12 15:02,支出,-9.90 ,购物,穿戴,建设银行,日常账本,,,×3 拔一根兔毛,"发夹, 小红书",,,,,,,,,,,,
2023-09-12 12:09,支出,-8.50 ,饮食,,校园卡,日常账本,,,,"1-1食堂, 一荤一素, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-12 07:41,支出,-7.55 ,人际,礼物,建设银行,日常账本,,,生日礼物项链,杨舒涵,,,,,东苑,,,,,,,
2023-09-11 20:48,支出,-5.00 ,生活,电费,微信钱包,日常账本,,,,"空调, 周期生活",,,,,东苑,,,,,,,
2023-09-11 18:15,支出,-1.60 ,交通,🚍,,日常账本,,,,,,,,,华御大厦,,,,,,,
2023-09-11 17:44,支出,-37.79 ,饮食,,建设银行,日常账本,,,芝士,"麦当劳, 芝士安格斯MAX厚牛堡, 中薯条, 锡兰红茶, 麦乐鸡块, 周期生活",,,,,华岩大厦,,,,,,,
2023-09-11 17:39,支出,-1.60 ,交通,🚍,校园卡,日常账本,,,,,,,,,,,,,,,,
2023-09-11 17:24,支出,-3.00 ,生活,水费,微信钱包,日常账本,,,,"洗衣服, 周期生活",,,,,东苑,,,,,,,
2023-09-11 11:53,支出,-12.00 ,医疗,保健,建设银行,日常账本,,3.00,100+100,"葡萄糖酸锌片, 维生素b",,,,,东苑,,,,,,,
2023-09-11 11:21,支出,-11.00 ,饮食,,校园卡,日常账本,,,,"羊肉拌粉, 2-2食堂, 周期生活",,,,,后标营31号小区,,,,,,,
2023-09-11 10:44,支出,-2.00 ,生活,话费网费,校园卡,日常账本,,,,"校园网, 周期生活",,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-11 09:48,支出,-14.00 ,课学,比赛,建设银行,日常账本,,,,2023CUMCM,,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-11 08:20,收入,36.68 ,其他,报销,微信钱包,日常账本,,,,2023CUMCM,,,,,南京航空航天大学(明故宫校区),,,,,,,
2023-09-10 22:34,支出,-0.04 ,饮食,,校园卡,日常账本,,,,周期生活,,,,,宜必思酒店(南京江宁南航大学店),,,,,,,
2023-09-10 21:09,支出,-4.00 ,交通,🚍,校园卡,日常账本,,,,"2023CUMCM, 校车",,,,,中惠大厦,,,,,,,
2023-09-10 15:33,收入,50.00 ,其他,出物,微信钱包,日常账本,,,拍立得相纸*10,波动收入,,,,,中惠大厦,,,,,,,
2023-09-09 19:57,支出,-14.00 ,其他,理财亏损,,日常账本,,,09月09日建行理财产品亏损,,,,,,,,不计入收支,,,,,
2023-09-09 19:56,收入,0.60 ,收入,副业,建设银行,日常账本,,,,,,,,,中惠大厦,,不计入收支,,,,,
2023-09-09 18:11,支出,-17.50 ,饮食,,校园卡,日常账本,,,,"2食堂, 麻辣香锅, 周期生活",,,,,南京航空航天大学将军路校区樱花广场,,,,,,,
